emp_no,first_name,last_name,from_date,title
475229,Shim,Pero,1988-11-24,Staff
475240,Yurij,Babu,1991-05-16,Senior Engineer
475241,Mayuri,Garnick,1986-02-17,Technique Leader
475259,Zhensheng,Radivojevic,1988-01-16,Senior Engineer
475265,Fan,Simkin,1986-03-08,Senior Engineer
475266,Rance,Engelmann,1985-10-25,Technique Leader
475269,Rance,Cullers,1986-01-02,Senior Engineer
475283,Sarita,Cherinka,1985-11-04,Senior Engineer
475284,Dzung,Roohalamini,1985-03-29,Senior Engineer
475299,Luigi,Cincotta,1989-03-25,Senior Staff
475300,Jongsuk,Schaar,1988-06-03,Senior Staff
475304,Shushma,Rajaraman,1988-09-28,Senior Staff
475327,Arve,Sommer,1997-06-18,Engineer
475334,Dietrich,Hiltgen,1985-04-07,Staff
475338,Oscal,Desikan,1986-09-15,Senior Staff
475348,Kazunori,Merkl,1997-10-05,Engineer
475351,Barna,Garigliano,1995-03-01,Engineer
475358,Ramachenga,Ebeling,1985-11-14,Senior Engineer
475367,Premal,Caine,1997-12-01,Staff
475371,Gay,Cappello,1998-05-02,Staff
475377,Xinyu,Dayana,1994-02-28,Senior Engineer
475383,Visit,Isard,1998-08-12,Staff
475384,Kiyokazu,Domenig,1988-06-01,Senior Staff
475385,Yunming,Anger,1996-04-27,Engineer
475389,Kazuhisa,Nations,1988-08-05,Senior Engineer
475394,Gully,Ramaiah,1986-07-09,Senior Engineer
475403,Freyja,Otillio,1991-06-06,Engineer
475426,Vidya,Eugenio,1988-07-01,Engineer
475436,Kirk,Cummings,1986-01-09,Engineer
475441,Bernardo,Lorcy,1998-06-29,Senior Engineer
475448,Ingemar,Lorys,1993-06-23,Senior Staff
475462,Bikash,Marquardt,1987-10-01,Senior Staff
475463,Kendra,Kawashima,1987-04-09,Technique Leader
475468,Shigeu,Improta,1986-03-28,Senior Engineer
475475,Baruch,Lichtner,1986-05-11,Staff
475477,Guozhong,Dratva,1997-08-03,Engineer
475483,Moto,Baalen,1988-09-07,Senior Staff
475490,Piyush,Cyre,1985-05-26,Engineer
475493,George,Joslin,1992-08-24,Engineer
475506,Uwe,Kermarrec,1988-02-26,Technique Leader
475508,Heng,Miculan,1985-12-22,Staff
475521,Magdalena,Hopewell,1985-05-31,Staff
475523,Tomoyuki,Socorro,1991-07-27,Senior Engineer
475525,Shaunak,Sullins,1998-06-20,Staff
475564,Elgin,Gladwell,1989-10-14,Senior Staff
475573,Jackson,Luga,1990-12-21,Staff
475576,Herb,Merey,1985-11-11,Senior Engineer
475581,Perla,Veccia,1989-09-11,Engineer
475599,Mototsugu,Versino,1985-11-14,Assistant Engineer
475611,Sailaja,Bruckman,1985-04-15,Senior Staff
475613,Irene,Steinauer,1990-12-14,Staff
475632,Mohamadou,Angiulli,1988-12-04,Senior Engineer
475634,Alagu,Alameldin,1986-09-05,Senior Engineer
475639,Maha,Ranka,1999-01-06,Staff
475641,Girolamo,Azevdeo,1987-05-05,Senior Staff
475642,Danel,Zeilberger,1994-07-16,Senior Engineer
475651,Poorav,Gubsky,1991-05-27,Senior Engineer
475652,Clyde,Zuberek,1987-04-01,Engineer
475654,Fumiyo,Tibblin,1988-10-31,Senior Engineer
475657,Shahid,Constantine,1991-09-25,Senior Engineer
475663,Mamdouh,Borstler,1986-05-01,Senior Engineer
475666,Kazuhiko,Veevers,1985-04-14,Senior Staff
475670,Hitomi,Billawala,1996-09-10,Engineer
475671,Sangeeta,Rosar,1992-03-12,Senior Engineer
475676,Bowen,Vakili,1992-04-23,Senior Engineer
475681,Dinkar,Kinley,1986-03-08,Senior Engineer
475687,Aimee,Anandan,1986-09-03,Senior Engineer
475692,Inderjeet,Crabtree,1995-11-08,Engineer
475706,Yannik,Marrakchi,1985-03-01,Engineer
475707,Randy,Kaltofen,1986-04-27,Engineer
475709,Godehard,Restivo,1987-11-15,Senior Engineer
475719,Gererd,Kaiserswerth,1991-10-26,Engineer
475722,Greger,Boudaillier,1987-12-04,Senior Engineer
475724,Susanta,Figueira,1986-02-03,Engineer
475725,Bokyung,Khalid,1994-05-02,Staff
475746,Tze,Tsunoo,1993-04-29,Senior Engineer
475756,Susumu,Ballarin,1994-05-02,Engineer
475760,Billur,Hockney,1986-12-05,Senior Engineer
475767,Renee,Jansch,1994-06-04,Engineer
475769,Kazuhisa,Ritzmann,1985-04-02,Staff
475774,Vincent,Coombs,1998-01-25,Technique Leader
475781,Chinhyun,Plump,1998-11-16,Staff
475787,Zhiwei,Ramsak,1985-04-25,Senior Staff
475790,Honglan,Goldhammer,1985-03-24,Senior Engineer
475809,Parke,Stifter,1986-05-19,Senior Engineer
475810,Martial,Bellone,1995-06-18,Staff
475814,Yannik,Rodier,1988-05-04,Engineer
475816,Tonny,Siksek,1985-11-20,Senior Staff
475817,Djelloul,Stassinopoulos,1988-06-04,Senior Engineer
475820,Cedric,Erol,1985-06-22,Senior Engineer
475847,Felicidad,Georgakopoulos,1999-05-01,Staff
475856,Halsur,Champarnaud,1990-07-03,Engineer
475860,Brigham,Broomell,1988-05-07,Staff
475862,Zengping,Falck,1992-02-12,Senior Engineer
475867,Vincent,Conti,1987-04-21,Engineer
475868,Taiji,Molenkamp,1988-05-07,Senior Engineer
475871,Ziya,Demke,1988-04-21,Senior Engineer
475875,Debatosh,Huxford,1995-01-19,Senior Staff
475880,Szabolcs,Tetzlaff,1985-03-29,Staff
475882,Duke,Marzano,1990-08-22,Senior Engineer
475886,Adam,Vecchio,1992-01-12,Senior Staff
475890,Manibrata,Picht,1988-11-20,Senior Engineer
475897,Manibrata,Iacovou,1997-02-15,Engineer
475917,Urs,Narahari,1987-08-02,Staff
475920,Bogdan,Matzke,1993-10-19,Senior Staff
475924,Tran,Herath,1999-12-04,Engineer
475927,Geoff,Stassinopoulos,1987-08-29,Senior Staff
475933,Yechiam,Streng,1988-04-18,Technique Leader
475934,Arch,Munoz,1987-08-29,Technique Leader
475946,Ulf,Marsiglia,1987-03-05,Senior Engineer
475947,Kwangjo,Chimia,1988-09-11,Assistant Engineer
475949,Stamatina,Kitsuregawa,1986-10-02,Senior Engineer
475957,Yishay,Schapiro,1988-10-24,Staff
475961,Udaiprakash,Gustavson,1985-05-07,Engineer
475962,Rasiah,Steenbeek,1987-01-24,Senior Staff
475967,Francesca,Merle,1991-01-03,Staff
475972,Huican,Zambonelli,1986-05-16,Staff
476008,Uriel,Puoti,1986-01-21,Senior Staff
476016,Jasminko,Minakawa,1985-12-29,Senior Engineer
476036,Janalee,Murthy,1988-07-20,Engineer
476042,Constantijn,Uhrig,1995-04-18,Staff
476057,Charlene,Perna,1985-02-06,Engineer
476082,Youngkon,Vesna,1987-05-31,Engineer
476083,Chiradeep,Garigliano,1993-12-21,Engineer
476084,Reinhard,Ranst,1998-08-29,Senior Engineer
476086,Shaleah,Broder,1999-06-07,Engineer
476097,Arnould,Raoux,1990-05-02,Engineer
476100,Munir,Landherr,1987-06-15,Senior Engineer
476105,Flemming,Stamatiou,1985-08-20,Engineer
476106,Guiseppe,Mitsuhashi,1986-09-21,Senior Staff
476132,Toney,Pardalos,1989-08-01,Senior Staff
476146,Masali,Legleitner,1998-02-15,Senior Staff
476158,Bodh,Serre,1986-04-24,Engineer
476165,Mads,Demke,1998-03-19,Senior Staff
476166,Subhada,Quittner,1988-10-28,Staff
476167,Genta,Dulli,1988-12-07,Staff
476178,Piyawadee,Chimia,1987-12-08,Senior Staff
476180,Basant,Lueh,1986-12-20,Staff
476181,Younwoo,Zumaque,1990-11-11,Engineer
476184,Shahid,Hofman,1993-04-23,Senior Staff
476190,Nathan,Porenta,1987-10-09,Technique Leader
476203,Ohad,Mateescu,1992-02-15,Senior Staff
476222,Kristian,Mellouli,1986-07-20,Senior Staff
476224,Alejandra,dAstous,1986-08-16,Staff
476239,Hein,McFarlin,1988-04-30,Senior Staff
476244,Shem,Krone,1989-08-14,Senior Engineer
476282,Ohad,Mullainathan,1999-02-24,Senior Engineer
476290,Roded,Junot,1995-11-13,Senior Staff
476309,Tsz,Vadhan,1990-07-05,Senior Staff
476311,Mihalis,McFarlan,1987-10-09,Senior Engineer
476314,Jinxi,Gente,1995-05-20,Assistant Engineer
476315,Sushant,Angelopoulos,1987-11-24,Technique Leader
476319,Toshimi,Hiyoshi,1986-10-09,Senior Staff
476329,Oldrich,Vilarrasa,1988-03-14,Engineer
476345,Mang,Gubsky,1998-03-28,Engineer
476347,Bojan,Morrow,1993-11-09,Senior Staff
476353,Mads,Veeraraghavan,1987-09-21,Staff
476354,Arto,Vidal,1988-01-07,Senior Engineer
476364,Yongmao,Takanami,1986-06-09,Staff
476367,Jiang,Desikan,1998-02-03,Technique Leader
476394,Susanne,Pillow,1994-05-23,Senior Staff
476396,Gaurav,Alameldin,1987-10-03,Senior Engineer
476410,Akemi,Gunderson,1996-06-27,Staff
476423,Kristof,Iisaka,1988-09-22,Engineer
476434,Rosita,Beutelspacher,1988-11-28,Senior Engineer
476448,Lene,Wielonsky,1990-05-09,Technique Leader
476449,Tamiya,Tyugu,1992-10-20,Engineer
476454,Fatemeh,Baca,1986-02-20,Engineer
476456,Remko,Rodiger,1989-05-01,Senior Staff
476468,Sasan,Zlotek,1994-11-14,Staff
476469,Mayumi,Lamma,1988-05-28,Senior Staff
476478,Rosli,Perez,1986-03-26,Engineer
476492,Gully,Dichev,1996-04-11,Staff
476495,Lijia,Honiden,1988-09-24,Engineer
476509,Mizuhito,Kornyak,1985-08-22,Staff
476510,Alagu,Gimarc,1989-03-29,Staff
476533,Xumin,Penn,1988-04-06,Technique Leader
476542,Huei,Tempesti,1987-10-22,Staff
476558,Christoper,Chelton,1998-07-08,Senior Staff
476564,Zhilian,Brookner,1985-02-26,Staff
476584,Gonzalo,Noriega,1993-02-09,Senior Staff
476587,Sukumar,Huhdanpaa,1986-04-03,Senior Engineer
476596,Lijie,Kaminger,1988-07-05,Staff
476618,Achilleas,Kawashimo,1985-12-16,Staff
476621,Janalee,Terlouw,1986-02-07,Engineer
476628,Hinrich,Plesums,1986-05-23,Senior Staff
476652,Baziley,Lichtner,1985-05-24,Senior Engineer
476657,Georgy,Sabnani,1996-12-14,Staff
476671,KayLiang,Winter,1999-01-07,Senior Staff
476702,Uwe,Speel,1999-09-22,Engineer
476724,Kagan,Kamble,1993-01-12,Senior Staff
476733,Nechama,Bach,1995-12-22,Engineer
476742,Sanjit,Matzen,1998-02-02,Staff
476761,Baziley,Morrey,1986-05-20,Engineer
476783,Gino,Leaver,1989-08-23,Senior Engineer
476796,Navin,Kilgour,1994-01-17,Senior Engineer
476807,Peer,Pusterhofer,1994-07-06,Senior Engineer
476815,Yonghong,Camurati,1995-12-22,Senior Staff
476819,Jianhao,Pehl,1986-11-22,Senior Engineer
476822,Yongqiao,Merli,1988-07-01,Staff
476825,Hiroyasu,Kitsuregawa,1985-06-15,Staff
476829,Rosita,Godskesen,1985-09-19,Senior Engineer
476865,Vasilis,Imataki,1986-06-13,Senior Engineer
476894,Serap,Grospietsch,1986-03-20,Senior Engineer
476898,Ronghao,Bratten,1988-04-05,Engineer
476922,Idoia,Kobuchi,1997-06-27,Engineer
476933,Mayuri,Kobara,1997-05-10,Staff
476935,Emdad,Magliocco,1994-03-28,Engineer
476954,Djelloul,Talmon,1997-12-22,Staff
476983,Ziyad,Molberg,1990-05-05,Senior Engineer
476987,Margareta,Cheshire,1994-04-03,Engineer
476997,Bowen,Gente,1985-09-28,Senior Staff
476998,Xinan,Uhrig,1999-07-17,Staff
477013,Kristina,Peng,1985-05-30,Assistant Engineer
477017,Achilleas,Matteis,1998-08-11,Engineer
477019,Tomokazu,Spinelli,1996-05-22,Senior Engineer
477030,Alois,Siksek,1985-04-22,Technique Leader
477037,Zhaofang,Montresor,1991-05-24,Senior Engineer
477054,Arup,Emiris,1986-06-18,Technique Leader
477061,Shigeu,Luft,1988-07-15,Senior Engineer
477065,Ult,Brickell,1989-10-14,Engineer
477081,Aria,Cannata,1987-03-30,Senior Staff
477096,Aleksander,Puppe,1996-10-23,Engineer
477115,Alassane,Velasco,1991-05-17,Senior Engineer
477118,Hatim,Hutton,1999-10-01,Senior Engineer
477126,Shan,Chinin,1991-12-29,Assistant Engineer
477133,Chikara,Gubsky,1987-02-18,Senior Staff
477135,Gilbert,Vrecion,1986-10-12,Senior Engineer
477140,Christfried,Murrill,1988-12-03,Staff
477142,Mrinalini,Stenning,1986-08-22,Senior Staff
477144,Augustine,Pramanik,1985-05-17,Staff
477145,Georgy,Gilg,1991-11-06,Senior Engineer
477158,Kazuhiro,Birrer,1991-07-19,Senior Staff
477160,Florian,Streit,1990-03-23,Senior Engineer
477194,Xianlong,Furedi,1989-05-02,Senior Engineer
477197,Stevo,Spataro,1996-12-17,Staff
477199,Xinan,Paciorek,1987-11-28,Senior Engineer
477232,Dipayan,Zielinski,1991-04-17,Engineer
477238,Bangqing,Rathonyi,1988-12-11,Senior Staff
477246,Mara,Zeilberger,1987-06-27,Senior Staff
477255,Serenella,Juneja,1985-06-17,Senior Staff
477271,Susanna,Gyimothy,1992-03-07,Senior Staff
477274,Michaela,Crabtree,1996-10-09,Technique Leader
477275,Sachio,Marletta,1988-11-16,Senior Staff
477281,Mart,Lorcy,1992-01-05,Senior Staff
477291,Hidekazu,Gilg,1985-12-29,Senior Staff
477298,Zengping,Denny,1987-04-11,Senior Staff
477302,Chenxi,Budinsky,1996-08-26,Senior Staff
477303,Kousuke,Zambonelli,1987-06-04,Senior Engineer
477308,Alejandra,Brandsma,1985-02-23,Senior Staff
477309,Steve,Simmel,1987-12-07,Senior Staff
477312,Fay,Ramalingam,1987-05-01,Staff
477314,Premal,Hanratty,1986-09-08,Senior Staff
477337,Margareta,Osgood,1985-04-09,Senior Staff
477345,Aleksander,Linares,1986-05-16,Staff
477348,Clyde,Fioravanti,1994-01-02,Senior Staff
477358,Minghong,Siegrist,1985-05-21,Senior Staff
477366,Kyoichi,Azadmanesh,1998-06-19,Engineer
477370,Odinaldo,Badache,1995-04-26,Senior Engineer
477381,Yuping,Serdy,1989-02-04,Senior Engineer
477389,Abdulah,Claffy,1997-02-19,Senior Staff
477399,Aruna,Falby,1985-05-04,Engineer
477428,Qunsheng,Hanratty,1986-12-14,Senior Engineer
477434,Stein,Matzke,1987-11-04,Engineer
477444,Babette,Erez,1985-06-09,Senior Engineer
477461,Kamran,Thiran,1993-03-03,Engineer
477468,Remmert,Papadias,1987-08-05,Engineer
477473,Flemming,Mikschl,1986-02-19,Senior Engineer
477483,Fatemeh,Luga,1986-12-08,Senior Engineer
477485,Kwangjo,Schnelling,1989-04-21,Engineer
477497,Ortrud,Pashtan,1995-03-21,Staff
477498,Koldo,Majewski,1995-02-24,Engineer
477508,Gonzalo,Bernatsky,1985-07-23,Staff
477510,Atreyi,Demizu,1989-10-19,Staff
477514,Angel,Reistad,1986-10-15,Senior Engineer
477523,Patricio,Kavvadias,1985-04-24,Senior Engineer
477534,Eckart,Assaf,1995-02-17,Engineer
477540,Chenyi,Hutter,1988-02-12,Senior Staff
477543,Alexius,Pouyioutas,1985-05-16,Senior Engineer
477545,Shaunak,Preusig,1987-04-07,Staff
477566,Anwar,Gelosh,1993-10-28,Staff
477567,Doohun,Bharadwaj,1987-02-12,Engineer
477571,Gal,Osgood,1987-11-29,Engineer
477574,Lech,Tyugu,1987-10-02,Senior Engineer
477580,Nikolaos,Guerreiro,1986-11-16,Senior Staff
477584,Honesty,Mateescu,1999-02-02,Staff
477587,Chrisa,Schonegge,1985-10-11,Senior Engineer
477594,Aris,Yoshizawa,1990-10-16,Engineer
477595,Arto,Linares,1995-04-09,Staff
477637,Elgin,Pelz,1986-03-18,Engineer
477652,Atreye,Koshino,1990-05-31,Technique Leader
477655,Serap,Oxenboll,1988-04-30,Senior Staff
477658,Giao,Bruckman,1988-03-30,Senior Engineer
477671,Mikhail,Segond,1986-01-07,Senior Engineer
477673,Mizuhito,Woycyznski,1986-01-29,Senior Staff
477678,Naftaly,Serre,1988-07-22,Staff
477682,Adil,Miyakawa,1998-08-16,Staff
477684,Taegyun,Rabehasaina,1985-03-25,Engineer
477700,Huican,Roccetti,1987-01-19,Engineer
477701,Ayonca,Shumilov,1993-06-13,Senior Engineer
477727,Zvonko,Choobineh,1994-05-11,Senior Engineer
477734,Vojin,Raney,1985-09-26,Engineer
477738,Nevin,Lamma,1985-06-25,Staff
477747,Maha,Taubman,1988-12-27,Staff
477756,Pragnesh,Iivonen,1994-02-06,Senior Staff
477778,Abdulah,Fadgyas,1989-10-25,Senior Staff
477783,Bikash,Gajiwala,1998-10-27,Engineer
477795,Bouchung,Brookman,1986-06-17,Senior Engineer
477811,Shai,Whitcomb,1986-10-22,Senior Staff
477833,Arup,Luce,1991-01-24,Senior Engineer
477842,Kwangho,Journel,1989-09-12,Senior Engineer
477852,Gad,Rosay,1985-08-09,Engineer
477860,Selwyn,Servi,1988-02-01,Senior Engineer
477874,Navin,Pero,1987-03-12,Senior Engineer
477880,Arvind,Furudate,1986-01-03,Engineer
477883,Taizo,Bennet,1987-07-09,Technique Leader
477906,Mahendra,Varley,1993-05-29,Senior Staff
477922,Moriyoshi,Wissmann,1986-11-25,Technique Leader
477923,Augustine,Conde,1985-11-06,Senior Staff
477930,Isamu,Stiles,1985-12-12,Senior Engineer
477964,Richara,Thiran,1988-11-05,Senior Engineer
477985,Beshir,Mattern,1985-05-03,Senior Engineer
477988,Troy,Vanwelkenhuysen,1987-10-16,Senior Staff
477990,Alejandra,Aingworth,1986-09-06,Engineer
477993,Sanjiv,Chorvat,1988-03-02,Staff
478005,Werner,Bage,1996-08-11,Staff
478012,Mostafa,Leivant,1988-05-02,Senior Staff
478027,Mitchel,Pettis,1996-08-01,Senior Staff
478033,Tonny,Luiz,1988-06-12,Senior Engineer
478037,Adib,Halevi,1986-03-05,Senior Engineer
478045,Guoxiang,Hanratty,1987-05-17,Senior Staff
478052,Kristinn,Matzel,1999-07-31,Engineer
478058,Collette,Akazan,1986-05-14,Staff
478061,Jackson,Broomell,1991-05-01,Staff
478075,Alexius,Stavenow,1985-11-11,Staff
478088,Ung,Vanwelkenhuysen,1986-08-04,Senior Staff
478089,Pradeep,Gajiwala,1994-10-30,Engineer
478095,Gal,Perz,1988-09-10,Senior Staff
478114,Paloma,Dratva,1990-09-06,Senior Staff
478116,Debatosh,Piveteau,1988-01-01,Senior Engineer
478121,Yucel,Ramaiah,1985-06-03,Senior Staff
478125,Kazuhiro,Erez,1998-12-18,Senior Staff
478131,Navid,Pettit,1985-04-20,Senior Staff
478134,Ayonca,Lunn,1986-01-25,Staff
478137,Teiji,Schrift,1985-11-04,Senior Engineer
478142,Oscar,Haldar,1985-05-25,Senior Staff
478146,Srinidhi,Nittel,1990-02-23,Engineer
478152,Eran,Solovay,1988-03-26,Engineer
478165,Toong,Brizzi,1988-04-21,Senior Engineer
478183,Mechthild,Onuegbe,1987-05-01,Senior Staff
478204,Arne,Narlikar,1986-05-23,Technique Leader
478234,Mayuri,Bach,1987-01-24,Senior Engineer
478241,Zito,Baik,1987-07-14,Staff
478243,Krisda,Osgood,1988-06-24,Staff
478250,Ranan,Rissland,1986-04-05,Staff
478261,Rajmohan,DasSarma,1992-05-22,Engineer
478264,Sreenivas,Stroustrup,1992-09-15,Senior Staff
478273,Dulce,Prochazka,1988-08-27,Staff
478279,Mack,Beeson,1987-01-12,Senior Engineer
478284,Zeydy,Kropatsch,1988-06-29,Senior Engineer
478292,Boguslaw,Fasbender,1985-12-13,Senior Engineer
478296,Kousuke,Ambroszkiewicz,1987-07-12,Engineer
478303,Candido,Zyda,1990-11-25,Senior Engineer
478316,DAIDA,Erva,1991-10-02,Senior Staff
478318,Ingmar,Swiler,1989-04-12,Senior Staff
478320,Doowon,Rosaz,1985-06-02,Engineer
478325,Roddy,Haddadi,1986-05-08,Senior Engineer
478336,Vidya,Gurbaxani,1994-02-06,Senior Engineer
478344,Shahid,Rassart,1997-08-17,Staff
478350,Halsur,Negoita,1986-02-05,Senior Engineer
478355,Nidapan,Waschkowski,1992-06-15,Staff
478356,Manu,Syrotiuk,1987-04-26,Senior Engineer
478357,Elrique,Reeker,1987-02-07,Engineer
478358,Tonia,Erman,1985-07-25,Senior Staff
478360,Sanjiv,Gilg,1992-06-21,Senior Engineer
478379,Kwun,Srimani,1987-05-16,Senior Engineer
478387,Deborah,Vesna,1995-06-23,Engineer
478395,Wonhee,Bondorf,1988-03-21,Senior Staff
478406,Mabo,Mullainathan,1997-04-27,Engineer
478430,Weicheng,Samarati,1986-02-20,Technique Leader
478435,Constantijn,Schwabacher,1985-05-09,Staff
478457,Tooru,Peron,1992-09-06,Senior Staff
478458,Kwangho,Koblitz,1988-10-24,Engineer
478474,Satyanarayana,Murthy,1990-05-29,Senior Engineer
478496,Goncalo,Swick,1985-03-23,Senior Engineer
478509,Luise,Gerlach,1986-04-26,Senior Staff
478530,Leif,Katzenelson,1985-11-25,Senior Staff
478552,Teruyuki,Welham,1985-10-07,Engineer
478572,Chaitali,Cusworth,1985-06-25,Senior Engineer
478581,Susuma,Peek,1991-07-19,Engineer
478589,Peternela,Leppanen,1988-12-05,Engineer
478608,Aemilian,Hemaspaandra,1987-11-28,Senior Engineer
478642,Jeong,Erman,1988-08-18,Staff
478647,Tomokazu,Hinsberger,1994-12-25,Technique Leader
478678,Mario,Sethi,1991-03-30,Senior Staff
478687,Heeju,Ramras,1986-12-25,Engineer
478707,Leszek,Verhoeff,1985-08-28,Engineer
478738,Cordelia,Simmel,1997-01-14,Technique Leader
478742,Renee,Hainaut,1985-07-26,Senior Staff
478758,Zhanqiu,Ranft,1988-12-08,Engineer
478771,Rasiah,Beznosov,1995-12-27,Assistant Engineer
478775,Collette,Iivonen,1989-08-23,Senior Engineer
478779,Ingmar,Vural,1985-12-21,Engineer
478842,Pradeep,Herath,1988-01-11,Engineer
478866,Elrique,Haumacher,1998-06-28,Engineer
478870,Sajjad,Shrader,1985-10-22,Engineer
478876,Masaki,DasSarma,1988-04-16,Senior Engineer
478878,Xinan,Gist,1987-07-29,Senior Engineer
478885,Atreyi,Boudaillier,1988-09-10,Senior Engineer
478889,Ortrun,Penn,1987-11-24,Engineer
478914,Kwun,Munro,1990-10-03,Senior Staff
478939,Tommaso,Riefers,1998-10-12,Assistant Engineer
478972,Shim,Stentiford,1990-11-06,Senior Staff
478985,Katsuo,Gubsky,1985-10-20,Senior Staff
478996,Mary,Conti,1999-11-09,Engineer
479004,Mountaz,Copas,1987-02-18,Staff
479012,Kazunori,Docker,1987-08-29,Senior Staff
479017,Hitofumi,Sherertz,1985-08-29,Senior Engineer
479028,Xuejun,Itzigehl,1986-07-09,Senior Staff
479035,Samphel,Chaudhury,1993-03-04,Senior Engineer
479038,Mitchel,Morton,1986-05-13,Senior Engineer
479051,Sanjoy,Swen,1985-03-09,Senior Staff
479053,Hisao,Kawashima,1988-01-04,Senior Staff
479065,Hideo,Farrow,1985-08-26,Engineer
479070,Valery,Ozeri,1994-02-14,Staff
479074,Noritoshi,Mondadori,1997-07-13,Staff
479091,Mart,Maliniak,1985-10-29,Staff
479097,Clyde,Schaar,1986-06-16,Engineer
479098,Kendra,Bridgland,1985-10-01,Senior Staff
479119,Limsoon,Willoner,1996-02-24,Engineer
479120,Leucio,Joslin,1985-08-11,Senior Engineer
479123,Narain,Berstel,1985-10-02,Engineer
479125,Parviz,Rindone,1986-06-09,Engineer
479147,Greger,Babb,1987-10-10,Staff
479162,Hirochika,Motley,1986-10-10,Senior Engineer
479165,Chirstian,Pauthner,1988-12-26,Staff
479166,Uno,Anger,1988-11-14,Senior Engineer
479167,Mayuri,Backhouse,1999-09-09,Staff
479188,Koldo,Blokdijk,1987-06-19,Assistant Engineer
479189,Arnould,Dulin,1986-05-10,Senior Staff
479229,Arfst,Ritcey,1988-03-14,Senior Staff
479234,Izaskun,Thiran,1988-03-03,Senior Engineer
479275,Isamu,Lores,1996-08-19,Senior Staff
479281,Seongbae,Ghalwash,1993-02-27,Engineer
479287,Emran,Berztiss,1992-09-19,Senior Engineer
479290,Lobel,Fujisaki,1994-11-11,Engineer
479293,Chandrasekaran,Bage,1998-06-23,Staff
479297,Masali,Baby,1986-04-11,Engineer
479304,Pradeep,Wissmann,1996-10-25,Engineer
479307,Ennio,Cappelletti,1986-05-16,Staff
479333,Lene,Rosiles,1999-06-26,Senior Staff
479345,Sorina,Boudaillier,1994-11-20,Senior Engineer
479357,Noritoshi,Perez,1996-08-25,Engineer
479362,Jaroslava,Oxenboll,1985-03-30,Engineer
479366,Mansur,Bultermann,1998-07-06,Staff
479396,Mohammad,Blokdijk,1987-04-21,Senior Engineer
479398,Danae,Petersohn,1988-04-28,Senior Engineer
479402,Martina,Perfilyeva,1986-01-12,Staff
479415,Vatsa,Merle,1997-12-08,Staff
479432,Abdelwaheb,England,1985-06-25,Engineer
479438,Sreenivas,Badache,1986-04-16,Senior Engineer
479452,Arunachalam,Penn,1987-10-30,Senior Staff
479463,Aamod,Isard,1992-03-25,Technique Leader
479492,Kellie,Beutelspacher,1988-05-18,Senior Staff
479496,Akeel,Lenart,1987-12-07,Staff
479502,Fay,Hettesheimer,1988-03-12,Assistant Engineer
479516,Fusako,Niizuma,1988-08-16,Senior Engineer
479521,JoAnne,Zaiane,1987-02-08,Senior Engineer
479528,Saddek,Rodham,1988-01-26,Engineer
479543,Dmitri,Aumann,1985-06-01,Senior Staff
479559,Yuchang,Monkewich,1995-12-03,Staff
479562,Temple,Barreiro,1986-03-02,Engineer
479566,Paraskevi,Manderick,1988-06-03,Senior Staff
479581,Yinghua,Thimonier,1986-07-06,Engineer
479582,Rafols,Grospietsch,1997-09-30,Senior Staff
479593,Sampalli,Chvatal,1986-03-30,Senior Staff
479595,Aemilian,Litzler,1998-04-10,Staff
479598,Uriel,Dayang,1987-07-16,Senior Engineer
479615,Utpal,Sadowsky,1990-03-29,Engineer
479620,Heping,Skrikant,1989-07-29,Senior Engineer
479625,Itzchak,Parfitt,1998-01-21,Engineer
479627,Gonzalo,Schaad,1993-02-13,Engineer
479634,Ravishankar,Pelc,1986-11-30,Senior Engineer
479637,Genta,Marsiglia,1988-07-09,Staff
479645,Ravishankar,Fontan,1989-11-02,Assistant Engineer
479651,Lena,Roohalamini,1994-01-22,Senior Staff
479676,Marl,Ressouche,1998-01-15,Engineer
479688,Lijie,Hanratty,1998-03-22,Engineer
479690,Breannda,Fandrianto,1987-11-06,Senior Staff
479708,Hilary,Dayana,1993-07-20,Senior Staff
479709,Geoffry,Reghbati,1995-01-21,Engineer
479711,Mara,Heyers,1997-09-30,Staff
479717,Moheb,Tzvieli,1988-11-07,Senior Engineer
479720,Sivanarayana,Figueira,1987-08-14,Senior Engineer
479721,Elvis,Matzel,1985-06-28,Senior Engineer
479736,Kousuke,Morrin,1999-01-15,Staff
479743,Nathan,Greenaway,1987-06-16,Senior Engineer
479749,Wilmer,Giaccio,1996-08-15,Engineer
479764,Kazuhisa,Bashian,1995-03-21,Senior Engineer
479778,Sajjan,Naumovich,1996-02-14,Engineer
479791,Vidar,Mamelak,1991-09-11,Senior Staff
479812,Fuqing,Staudhammer,1985-04-28,Senior Staff
479813,Mohammed,Vernadat,1988-03-31,Senior Staff
479821,Takahito,Mundy,1986-10-13,Engineer
479824,Manibrata,Auyong,1996-02-14,Senior Engineer
479836,Muzhong,Usdin,1987-10-09,Senior Staff
479850,Sorina,Codenie,1988-06-22,Engineer
479866,Heng,Pellegrinelli,1988-11-20,Senior Engineer
479869,Iara,Ressouche,1988-05-21,Engineer
479878,Kwan,Orlowska,1989-09-20,Engineer
479881,Odysseas,Kavvadias,1985-08-16,Senior Staff
479885,Sariel,Schade,1993-04-20,Senior Staff
479894,Ipke,Gonthier,1991-04-11,Senior Staff
479905,Danai,Peir,1986-08-05,Technique Leader
